ID	HLM	MDR1	SOL	RLM	PPB_H	PPB_R
mol31	1.329093	1.460945	1.810233	2.272106	0.935859798038	0.669595781024
mol32	1.76174	1.705597	*	2.758345	*	*
mol33	2.21966	0.762732	1.750894	2.712971	0.983851718991	0.276231957922
mol34	2.728517	1.555038	1.553276	3.056338	*	*
mol35	1.620136	1.7008	0.431364	2.715513	-0.0731432910503	-0.0291883891275
mol36	1.427681	1.703751	*	2.536993	0.0394141191761	-0.1390633793
mol37	0.675687	0.534422	1.548389	1.02792	0.969089602955	1.24004977211
mol38	0.876968	1.780906	0.774517	2.012702	-0.397940008672	-0.742321425131
mol39	2.579636	0.285217	1.399674	3.177817	-0.0443122496865	0.137354111371
mol40	0.909877	1.66614	1.653213	1.572453	0.262925469332	0.61193562504
mol41	2.601584	0.353495	1.465383	3.213226	0.545801757159	0.460897842757
mol42	1.710749	-0.170444	1.527333	3.329049	1.12270725432	1.20744585398
mol43	0.675687	0.559004	1.247359	1.409629	0.868232868422	0.59361830813
mol44	1.034949	-0.29019	1.522444	1.847548	0.328379603439	0.696793085082
mol45	1.543708	1.32246	1.601517	2.012652	0.956648579205	0.846275242412
mol46	2.121698	0.850877	1.518514	3.158486	0.926290986885	1.11444417245
mol47	1.021644	0.979002	1.559308	1.848848	0.866877814337	0.685562611158
mol48	0.675687	2.175836	1.729974	1.02792	*	*
mol49	1.878648	-0.011566	1.722634	2.804399	*	*
mol50	2.885345	0.047747	1.376577	3.182091	-0.293282217663	-0.590066876669
mol51	2.032793	1.990865	1.780317	2.746011	-0.204728420937	-0.434152181326
mol52	0.675687	1.613688	1.614834	2.07759	1.99181507576	1.74712425482
mol53	2.596224	1.237228	1.924796	3.377909	0.902546779314	1.26571381064
mol54	1.609648	2.027038	1.761928	2.808125	0.596926814343	0.549861188472
mol55	1.727004	1.991058	1.759668	2.81343	0.520483532741	0.584331224368
mol56	0.675687	0.468083	1.710117	1.387408	1.54381980514	1.43349781482
mol57	0.675687	0.854191	1.842609	1.573811	1.85100136611	1.80152718852
mol58	0.777789	0.925532	1.79379	1.442448	1.78096502961	1.95072499416
mol59	0.675687	0.649113	1.645422	1.968889	1.87699679261	1.86816815767
mol60	1.561388	0.117166	1.718668	3.27868	*	*
mol61	0.993701	0.867509	1.716838	3.037733	*	*
mol62	2.347781	-0.000772	1.361728	3.158208	-0.183758700008	0.00817418400643
mol63	0.991226	1.39861	1.514149	2.518684	*	*
mol64	2.372419	0.106455	1.260071	3.077712	-0.0830199526796	0.0216027160282
mol65	0.675687	-0.280853	1.623249	2.476101	1.3900691863	1.48498278193
mol66	1.63367	0.087945	1.710117	2.33562	0.13481437032	0.624282095836
mol67	1.928437	-0.60761	0.690196	2.69125	0.50514997832	0.571825249041
mol68	3.096214	0.124335	1.824126	3.588207	-0.222573177611	0.142389466119
mol69	2.244969	0.130585	1.653213	3.29354	0.595385980809	0.59406090127
mol70	0.675687	1.772535	1.372175	1.719091	0.741821046887	0.966376423089
mol71	1.314331	-0.149838	1.620136	3.346903	1.36800780522	1.39492424424
mol72	0.675687	1.256879	0.880814	1.470308	0.623352681538	0.382197210377
mol73	1.281601	1.329008	1.11059	1.617409	1.19994705793	1.24196961191
mol74	0.675687	0.297622	1.651278	1.788882	0.193402903062	1.07798529103
mol75	2.572129	0.962267	1.155336	2.761853	0.615318656611	0.862548769525
mol76	0.713491	-0.225885	0.454845	1.659098	0.449015316348	0.0692980121155
mol77	2.186164	0.497485	0.662758	2.901308	0.526080691802	0.630427875025
mol78	1.074597	0.645451	1.780605	2.014997	1.89207789874	1.84432182089
mol79	1.209408	1.342645	1.456366	2.516764	0.146128035678	-0.20830935098
mol80	1.917836	-0.387053	1.409764	3.159066	1.2491249493	1.07184520113
mol81	0.675687	2.133442	1.673021	1.286883	1.68134979743	1.60185365244
mol82	0.857242	1.797731	1.826723	2.243927	*	*
mol83	1.676447	*	0.819544	2.771252	-0.853871964322	-0.266802734893
mol84	0.957559	*	1.480007	1.697299	0.699837725867	0.686814954507
mol85	1.503859	*	1.702431	3.038396	1.23706595256	1.19298537909
mol86	1.177075	*	0.720159	2.199854	-0.58004425151	-0.341988603343
mol87	1.998887	*	1.607455	2.255957	1.50472905162	1.58945809046
mol88	2.398082	*	1.759668	2.949897	1.10503305039	0.715167357848
mol89	1.208388	1.439027	*	2.088001	1.65228502921	1.57915455716
mol90	1.481858	0.161093	*	1.870152	0.444669230939	0.374565060723
mol91	1.724816	0.510222	*	2.759158	-0.033858267261	0.115943176939
mol92	0.675687	-0.134166	*	1.644537	1.3434085938	1.3084149991
mol93	1.852187	-0.025704	*	3.206828	1.18046996166	1.11193427633
mol94	2.052682	0.937779	*	3.440209	0.904931827396	0.912806392661
mol95	2.42664	1.093364	*	3.037958	0.595275711802	0.9253120915
mol96	1.284273	1.836054	*	2.484587	-1.18045606446	-1.63827216398
mol97	0.675687	0.915253	*	2.280027	1.85022337326	1.99081374341
mol98	2.698323	1.092926	*	3.521284	-0.137272471682	0.360971883726
mol99	2.998834	0.164554	*	3.432739	-0.104025267641	0.142702245738
mol100	2.172171	1.519214	*	2.75749	0.596597095626	1.0769679522
mol101	1.644123	-0.413758	*	2.746921	-0.356547323514	-0.18243463044
mol102	1.842771	-0.095595	*	2.495929	*	*
mol103	0.675687	1.386464	*	1.578593	0.850401147997	0.581038948772
mol104	0.675687	2.281583	*	1.02792	0.0174507295105	-0.204119982656
mol105	2.357611	0.184537	*	2.878799	1.02160271603	0.918868743381
mol106	2.44773	0.12123	*	2.9921	0.829753918925	0.53109554687
mol107	0.675687	0.118767	*	1.150111	*	*
mol108	1.804467	1.682173	*	2.602536	1.2779986442	1.3489665118
mol109	1.581927	1.457675	*	2.33936	0.106870544479	-0.0634862575211
mol110	1.860308	0.759773	*	2.51489	-0.12262865413	0.275311354542
mol111	2.325245	0.385071	*	3.302756	1.16705135874	1.25166254999
mol112	0.926497	0.526413	*	1.659203	1.32306637636	1.28463373316
mol113	1.523538	0.009096	*	2.149367	0.717254312763	-0.172630726946
mol114	1.578983	1.113887	*	2.736387	1.22256040917	1.0916669576
mol115	1.867909	-0.074407	*	3.033484	*	*
mol116	2.005819	0.839066	*	3.082243	0.862608363965	0.780605305839
mol117	1.479503	0.466764	*	1.880242	0.369957607346	0.847634344318
mol118	0.675687	1.970452	*	1.915521	1.56046857098	1.49141772822
mol119	1.554695	0.717769	*	2.743158	1.57318501718	1.55568681404
mol120	0.675687	0.25098	*	1.02792	0.43933269383	0.440121603188
mol121	0.73472	1.426522	*	1.994	1.64224682381	1.63241679664
mol122	1.953649	0.172628	*	2.765264	0.180699201296	0.637289547678
mol123	2.666524	1.39985	*	3.097607	1.04135320205	1.14684093404
mol124	1.775385	0.528689	*	2.392746	1.15923623341	0.944630701856
mol125	2.095079	1.859839	*	2.8274	1.07863803837	0.915558115412
mol126	2.649622	-0.017278	*	2.747638	0.387567779417	0.27369558793
mol127	0.675687	*	*	1.02792	2.0	2.0
mol128	0.675687	*	*	1.180527	0.969835093076	0.62828673109
mol129	1.881807	*	*	3.058702	1.06213053462	0.953856298225
mol130	1.342679	*	*	2.187092	0.99431715267	0.650307523132
mol131	2.209625	*	*	3.188084	-0.370590400897	-0.185752404268
mol132	0.675687	*	*	1.206124	2.0	2.0
mol133	0.989895	*	*	2.123093	0.245512667814	0.452093249018
mol134	0.675687	*	*	1.32842	1.98855003904	1.96004245573
mol135	0.964165	*	*	2.519928	2.0	1.86152246312
mol136	1.688642	*	*	1.978327	0.891593204349	1.16467994075
mol137	0.940516	*	*	2.048927	0.427486109096	0.426673888021
mol138	0.894224	0.297774	1.596927	1.247949	*	*
mol139	0.675687	0.089414	*	1.02792	*	*
mol140	1.317395	1.464314	*	1.958473	*	*
mol141	2.019872	*	1.630936	3.144807	*	*
mol142	1.528544	0.00759	0.568202	2.445192	*	*
mol143	1.20287	1.945609	*	1.856221	0.113943352307	0.0863598306747
mol144	2.003348	-0.030142	*	2.800316	*	*
mol145	1.781253	0.455589	0.439333	1.407561	*	*
mol146	0.675687	0.370992	0.041393	1.598024	*	*
mol147	0.769303	0.585699	1.660865	2.296617	*	*
mol148	0.675687	1.583412	*	1.02792	*	*
mol149	0.988068	1.595323	*	1.559512	*	*
mol150	0.675687	0.61292	*	1.02792	*	*
mol151	1.543596	1.790315	1.729003	2.33827	*	*
mol152	0.675687	1.338597	1.573742	1.542707	*	*
mol153	1.113241	1.800037	1.81124	1.775967	*	*
mol154	0.675687	0.07639	*	1.316264	*	*
mol155	1.169292	1.364447	1.66323	1.02792	1.20913953606	*
mol156	1.113208	0.038996	0.4843	1.861122	*	*
mol157	1.023705	*	*	1.02792	*	*
mol158	1.506072	0.595869	0.579784	2.59168	*	*
mol159	1.8226	1.121362	*	2.508062	-0.403402904374	*
mol160	1.897418	1.93864	1.770115	3.308929	0.838502775934	*
mol161	1.868621	1.569956	*	2.439157	*	*
mol162	0.675687	1.518768	1.555094	1.833893	*	*
mol163	2.357256	1.830458	1.66096	2.901442	0.681693392005	*
mol164	0.948364	1.007718	0.770852	1.693999	0.639386869018	*
mol165	0.819281	1.300834	1.837525	2.348908	1.06876082837	*
mol166	2.257045	0.039292	0.672098	3.525185	0.700790221374	*
mol167	1.596179	-0.17052	0.977724	3.184624	-0.614393726402	*
mol168	2.633232	*	1.290035	3.553731	0.256958152561	*
mol169	1.946433	-0.060059	*	3.264134	0.250420002309	*
mol170	3.02184	0.207002	*	3.383449	-0.0530567293022	*
mol171	1.653357	0.07146	1.766115	2.92679	*	*
mol172	2.490769	-0.135369	1.690285	3.434259	*	*
mol173	1.695254	-0.337018	1.279211	3.575703	*	*
mol174	1.076313	0.670317	1.906874	2.313916	*	*
mol175	0.675687	0.339381	1.362294	1.681621	*	*
mol176	1.717054	-0.196309	1.350248	2.970807	*	*
mol177	1.021024	0.559751	1.517064	1.02792	*	*
mol178	0.675687	-0.270256	1.457125	1.397001	*	*
mol179	0.977449	0.11771	1.434569	2.2905	*	*
mol180	0.675687	0.419051	1.611723	1.31492	*	*
mol181	1.920139	-0.092189	1.451786	2.2501	*	*
mol182	0.675687	0.931335	1.867644	1.02792	*	*
mol183	0.900913	1.354911	1.891872	2.355369	*	*
mol184	1.06472	-0.100728	1.698622	2.652404	*	*
mol185	0.675687	-0.032342	1.591065	1.684325	*	*
mol186	1.618655	0.918286	0.385606	2.309415	*	*
mol187	0.675687	1.40461	1.570543	1.02792	*	*
mol188	0.675687	0.440999	1.552668	1.02792	*	*
mol189	1.376924	0.721394	1.826852	2.088444	*	*
mol190	2.14249	-0.057672	0.845098	2.105738	*	*
mol191	0.675687	1.512232	1.562531	1.194764	*	*
mol192	1.372838	0.425504	1.682326	2.872878	*	*
mol193	0.675687	-0.3697	1.546543	1.317081	*	*
mol194	1.967707	-0.142466	1.62634	3.134907	*	*
mol195	0.764027	-0.126761	1.628389	2.104364	*	*
mol196	1.805113	-0.009031	1.870813	3.036853	*	*
mol197	1.762206	0.726992	1.703549	2.938698	*	*
mol198	0.675687	-0.199648	1.467312	1.446832	*	*
mol199	1.58406	2.154631	1.743275	2.546181	*	*
mol200	0.675687	1.782747	1.878752	1.347584	*	*
mol201	1.74056	0.17574	1.674586	2.771466	*	*
mol202	1.752924	-0.116379	1.642069	3.345284	*	*
mol203	1.490239	0.014271	1.680789	2.800071	*	*
mol204	1.444482	-0.23617	1.599009	3.106687	*	*
mol205	0.675687	0.582203	1.666424	2.774356	*	*
mol206	0.918083	1.615671	1.823637	2.072026	*	*
mol207	0.675687	0.586423	1.704151	1.02792	*	*
mol208	1.160948	-0.070234	1.624282	2.575854	*	*
mol209	1.413501	-0.27825	1.504743	2.935639	*	*
mol210	0.675687	0.190366	1.587711	1.02792	*	*
mol211	2.229848	-0.150977	1.075547	3.335113	*	*
mol212	0.675687	0.36114	1.533899	2.690079	*	*
mol213	2.181949	0.002661	1.614897	1.567955	*	*
mol214	0.675687	0.412682	1.543074	2.508392	*	*
mol215	2.028437	1.558763	1.598353	2.505621	*	*
mol216	0.675687	-0.368292	1.65887	1.246695	*	*
mol217	0.675687	0.686321	1.296665	1.050959	*	*
mol218	2.280146	-0.303721	1.191171	3.365993	*	*
mol219	0.675687	-0.266902	1.58995	1.932301	*	*
mol220	1.197639	-0.011511	1.536558	2.643253	*	*
mol221	1.574575	-0.024304	0.691965	2.717139	*	*
mol222	0.675687	0.15363	1.671636	1.497593	*	*
mol223	1.54449	-0.109526	1.673297	3.233033	*	*
mol224	1.237368	0.116121	1.553883	2.425751	*	*
mol225	0.675687	0.315175	1.632559	1.02792	*	*
mol226	1.733935	-0.268729	1.619093	2.958203	*	*
mol227	2.109848	0.9754	1.656098	2.749314	*	*
mol228	1.800923	-0.181738	1.195346	3.479501	*	*
mol229	1.967599	-0.160983	1.806112	2.97362	*	*
mol230	0.675687	0.554377	1.404834	1.02792	*	*
mol231	1.562507	1.702451	1.714916	2.714159	*	*
mol232	0.675687	-0.062213	1.639387	1.548119	*	*
mol233	0.675687	-0.140815	1.501196	2.066967	*	*
mol234	1.650201	-0.236229	1.540329	1.764296	*	*
mol235	0.675687	-0.053479	1.542825	1.364007	*	*
mol236	0.675687	-0.25251	1.656769	1.044305	*	*
mol237	0.675687	-0.172579	1.650308	1.889178	*	*
mol238	1.612222	1.714754	1.646894	2.832522	*	*
mol239	0.675687	-0.281106	1.660486	2.543335	*	*
mol240	1.444638	-0.145366	1.266937	2.81638	*	*
mol241	1.342442	-0.322188	1.466719	2.218144	*	*
mol242	1.942241	-0.004929	1.012837	2.691941	*	*
mol243	1.795345	-0.114249	1.518514	3.094086	*	*
mol244	2.116677	-0.33101	1.473779	2.706251	*	*
mol245	0.675687	1.797597	1.432007	1.64953	*	*
mol246	2.451204	-0.228505	1.467756	3.625142	*	*
mol247	2.532264	-0.19329	1.149219	3.300818	*	*
mol248	1.125709	-0.290718	1.911317	2.425389	*	*
mol249	2.598737	-0.043338	1.555699	3.102706	*	*
mol250	1.394504	-0.232247	1.674586	1.605596	*	*
mol251	1.323417	-0.229335	1.287802	2.116618	*	*
mol252	2.36483	-0.273006	1.474944	2.527158	*	*
mol253	0.675687	-0.089289	1.574031	1.300921	*	*
mol254	1.751756	-0.173444	1.813914	3.001874	*	*
mol255	1.983662	-0.61382	1.825945	3.021417	*	*
mol256	0.870462	-0.040046	1.08636	1.88265	*	*
mol257	2.171024	-0.173123	1.28892	3.040662	*	*
mol258	2.177262	-0.021923	1.409933	2.859453	*	*
mol259	2.645353	-0.069856	1.569959	3.290219	*	*
mol260	2.554656	-0.144969	1.743902	3.290326	*	*
mol261	0.99326	0.191257	0.25042	2.245922	*	*
mol262	2.855807	1.33059	1.159567	3.327468	*	*
mol263	2.11845	-0.079552	0.908485	3.345797	*	*
mol264	0.675687	1.280369	1.770778	1.818912	*	*
mol265	2.045597	0.256253	1.745075	2.753003	*	*
mol266	1.597553	-0.266547	1.109579	2.511771	*	*
mol267	1.412612	-0.207162	1.591176	1.878757	*	*
mol268	1.306875	-0.042965	1.573568	2.384556	*	*
mol269	0.675687	-0.185804	1.377488	1.857248	*	*
mol270	0.675687	2.209515	1.609061	1.809267	*	*
mol271	1.817797	1.78626	0.49276	2.487878	*	*
mol272	0.675687	1.367693	1.39794	1.510451	*	*
mol273	1.222404	-0.184449	1.598462	1.671839	*	*
mol274	1.306168	-0.197768	1.465977	1.949546	*	*
mol275	0.827563	-0.177904	1.577492	1.5388	*	*
mol276	0.675687	1.812496	1.797268	1.02792	*	*
mol277	2.056054	-0.180718	1.412124	2.945827	*	*
mol278	2.399487	-0.103348	1.635986	3.5846	*	*
mol279	0.675687	1.89253	1.718252	2.802245	*	*
mol280	1.854919	-0.010527	0.117271	3.061236	*	*
mol281	1.933285	1.015287	1.306854	2.845618	*	*
mol282	1.122445	-0.166823	1.677972	2.702889	*	*
mol283	1.606424	-0.223743	1.844601	2.98772	*	*
mol284	1.881681	1.657435	1.817301	2.180696	*	*
mol285	0.890141	1.615491	1.698535	2.321514	*	*
mol286	2.208962	1.961286	1.72746	2.397159	*	*
mol287	0.675687	-0.062995	1.435844	1.159868	*	*
mol288	1.681341	-0.252622	0.988113	2.33028	*	*
mol289	0.675687	-0.041048	1.751818	1.02792	*	*
mol290	0.675687	0.94399	1.767082	1.341157	*	*
mol291	0.764176	-0.006532	1.398981	1.82857	*	*
mol292	1.753621	0.351543	1.718086	2.645034	*	*
mol293	0.675687	0.182053	1.522314	1.02792	*	*
mol294	0.675687	-0.135635	1.695044	1.107108	*	*
mol295	0.87616	0.357543	1.525951	2.33028	*	*
mol296	0.675687	-0.060597	1.446692	1.02792	*	*
mol297	0.675687	1.694011	1.541829	1.02792	*	*
mol298	2.148473	0.036544	1.390935	2.808265	*	*
mol299	0.739493	0.220292	2.179264	1.487167	*	*
mol300	0.675687	1.629921	1.829304	1.02792	*	*
mol301	2.033568	-0.150117	0.608526	3.002748	*	*
mol302	3.339893	0.178072	1.67071	3.604436	*	*
mol303	1.739984	-0.358822	0.0086	2.537114	*	*
mol304	1.841059	0.925586	1.829368	2.712295	*	*
mol305	1.042339	-0.146303	1.600101	2.364157	*	*
mol306	0.675687	1.516845	1.756636	1.458955	*	*
mol307	0.763802	-0.243413	1.363048	1.814254	*	*
mol308	1.071551	-0.249212	0.623249	2.624314	*	*
mol309	0.675687	1.419536	1.869994	1.655196	*	*
mol310	2.118308	-0.212053	1.543074	3.482677	*	*
mol311	0.675687	1.407862	1.606381	1.449062	*	*
mol312	1.609424	-0.12916	1.414305	1.750817	*	*
mol313	0.96028	1.479515	1.580069	2.527647	*	*
mol314	0.675687	1.23246	1.727785	1.711993	*	*
mol315	0.675687	1.052795	1.628287	2.0108	*	*
mol316	2.74603	1.007907	1.70757	3.023324	*	*
mol317	1.390547	-0.1448	1.431364	2.56768	*	*
mol318	2.526549	-0.101057	1.699404	3.563233	*	*
mol319	1.268718	0.886929	1.885785	2.08385	*	*
mol320	0.675687	0.927058	1.786254	1.402399	*	*
mol321	0.698535	0.135615	1.556544	2.821993	*	*
mol322	0.675687	-0.086383	1.724522	2.048216	*	*
mol323	0.675687	0.623949	1.442323	1.02792	*	*
mol324	1.087	-0.347027	1.632963	2.273439	*	*
mol325	0.675687	0.201983	1.498311	1.02792	*	*
mol326	1.86686	-0.170002	1.611405	2.14273	*	*
mol327	1.039255	-0.240322	1.764176	2.164121	*	*
mol328	0.675687	1.451052	1.676785	1.02792	*	*
mol329	1.412444	0.577752	1.732876	1.84926	*	*
mol330	0.675687	-0.092968	1.643946	1.364476	*	*
mol331	1.454647	-0.412584	1.464191	2.613243	*	*
mol332	0.913337	0.657619	1.512151	1.945099	*	*
mol333	1.590563	-0.094479	0.94939	2.641758	*	*
mol334	0.675687	1.036571	1.930745	1.02792	*	*
mol335	0.675687	-0.043678	1.321805	1.883031	*	*
mol336	0.675687	1.185229	1.733197	1.057932	*	*
mol337	1.861887	0.203055	0.371068	2.756505	*	*
mol338	1.028327	2.168977	1.567849	2.177972	*	*
mol339	1.378216	-0.144379	0.727541	2.201684	*	*
mol340	1.796762	-0.050945	0.320146	2.458866	*	*
mol341	0.686547	1.13246	0.060698	1.539415	*	*
mol342	1.105238	0.681316	0.041393	2.232536	*	*
mol343	1.344412	-0.003289	0.724276	2.29321	*	*
mol344	1.541305	0.200833	1.236537	2.576675	*	*
mol345	1.444482	-0.513764	1.071514	2.600217	*	*
mol346	2.492269	0.330172	0.711807	3.172364	*	*
mol347	0.675687	-0.149625	1.245513	1.02792	*	*
mol348	2.079576	-0.500811	1.058426	3.402485	*	*
mol349	0.998172	1.572649	1.774809	1.958626	*	*
mol350	0.863501	-0.278101	1.346549	1.311288	*	*
mol351	0.675687	0.181995	1.708931	1.456563	*	*
mol352	0.675687	-0.139917	1.710879	1.594238	*	*
mol353	0.675687	0.66406	1.503109	1.33694	*	*
mol354	0.950316	1.613323	1.319314	1.593895	*	*
mol355	2.184672	0.110745	1.117271	3.102773	*	*
mol356	2.436401	0.283242	1.704322	3.382336	*	*
mol357	2.008762	-0.242583	0.816241	2.528737	*	*
mol358	2.697757	-0.189184	0.322219	3.559496	*	*
mol359	1.788642	-0.002024	0.582063	2.943585	*	*
mol360	0.840859	-0.233816	1.60021	1.02792	*	*
mol361	1.392028	-0.051336	1.147367	2.841328	*	*
mol362	0.675687	-0.223809	1.481299	1.762746	*	*
mol363	1.549261	0.160343	1.606381	2.698558	*	*
mol364	1.294841	-0.013466	1.628491	2.703378	*	*
mol365	2.077709	-0.15655	1.440752	3.221679	*	*
mol366	2.021615	1.116506	1.449633	3.159559	*	*
mol367	0.675687	1.44133	1.79393	2.037928	*	*
mol368	1.33728	0.515902	1.7352	2.753205	*	*
mol369	1.217194	0.049409	1.801404	2.192308	*	*
mol370	1.488142	-0.304023	1.613947	2.25801	*	*
mol371	2.096037	-0.094723	0.037426	2.905398	*	*
mol372	0.675687	1.485	1.614053	1.444591	*	*
mol373	0.675687	-0.169234	1.785686	2.025912	*	*
mol374	0.906012	0.177976	1.532372	3.014742	*	*
mol375	0.675687	0.086891	1.621592	1.02792	*	*
mol376	0.675687	-0.115531	1.641474	1.02792	*	*
mol377	1.215426	-0.150551	1.393926	1.772439	*	*
mol378	0.829239	0.95158	1.491502	2.109912	*	*
mol379	1.26642	-0.072219	1.652826	2.704211	*	*
mol380	0.675687	1.35434	1.452859	1.898319	*	*
mol381	1.891242	1.417998	1.626443	3.101632	*	*
mol382	2.339255	0.978487	1.842921	3.471999	*	*
mol383	0.91466	-0.090177	1.691965	2.467858	*	*
mol384	2.599899	-0.396946	1.571243	3.623537	*	*
mol385	1.726825	0.753266	1.562293	2.259804	*	*
mol386	1.535927	-0.283332	0.948413	2.335905	*	*
mol387	2.27133	-0.375534	1.555699	3.556918	*	*
mol388	0.675687	0.05314	0.060698	1.02792	*	*
mol389	0.781181	1.132859	1.41162	1.626494	*	*
mol390	0.675687	0.154684	1.557868	1.735024	*	*
mol391	2.704215	-0.300198	1.442793	3.526666	*	*
mol392	0.675687	-0.250844	1.717004	1.851154	*	*
mol393	1.63794	-0.000486	1.360025	2.227154	*	*
mol394	0.675687	-0.101019	1.366236	1.782852	*	*
mol395	1.229016	1.338893	1.380934	2.166386	*	*
mol396	1.77755	-0.225339	1.356026	2.815365	*	*
mol397	1.640869	1.142006	1.710117	2.504395	*	*
mol398	0.675687	-0.143531	1.958564	1.02792	*	*
mol399	1.441208	0.825727	1.693727	2.461072	*	*
mol400	1.181729	0.402058	1.837273	2.188841	*	*
mol401	2.116382	1.780028	1.691965	2.720531	*	*
mol402	0.675687	-0.082079	1.576226	1.02792	*	*
mol403	1.59741	0.005423	1.311754	3.057486	*	*
mol404	1.800201	0.027082	1.134814	3.456797	*	*
mol405	1.333266	0.261845	1.693199	3.17945	*	*
mol406	1.109005	0.673599	1.775974	2.330373	*	*
mol407	1.049993	0.323142	1.5867	2.430891	*	*
mol408	0.675687	0.079042	1.788946	1.02792	*	*
mol409	0.675687	0.115687	1.494711	1.02792	*	*
mol410	2.256581	-0.196354	0.11059	2.830243	*	*
mol411	2.481133	-0.226767	1.349278	3.53761	*	*
mol412	0.977358	1.592505	1.955976	2.03444	*	*
mol413	1.743149	-0.204549	1.483587	3.019743	*	*
mol414	1.459377	-0.16889	0.380211	2.220213	*	*
mol415	0.675687	0.371628	1.642465	1.02792	*	*
mol416	2.261786	0.687335	1.922985	3.134704	*	*
mol417	1.422031	0.786161	1.749968	2.117891	*	*
mol418	0.806655	0.771515	1.008174	1.635906	*	*
mol419	0.675687	1.823981	1.85382	1.395309	*	*
mol420	2.434328	0.099821	0.357935	2.701906	*	*
mol421	1.324817	1.567166	1.719828	1.844868	*	*
mol422	0.675687	0.441134	1.792252	2.098872	*	*
mol423	0.675687	1.054527	1.655138	1.02792	*	*
mol424	1.401934	-0.145285	1.645619	1.977477	*	*
mol425	0.675687	-0.112388	1.712734	1.555361	*	*
mol426	1.842216	0.393729	1.288026	2.061022	*	*
mol427	2.378554	1.653676	1.669038	3.238495	*	*
mol428	0.675687	-0.115722	1.894925	1.982488	*	*
mol429	0.675687	1.202175	1.682145	1.02792	*	*
mol430	1.058995	-0.225311	1.197005	2.375841	*	*
mol431	2.662653	-0.033353	1.569959	3.304633	*	*
mol432	1.426137	-0.01616	1.767823	2.036226	*	*
mol433	0.675687	-0.010669	1.797475	1.613704	*	*
mol434	0.675687	0.885132	1.635283	1.397592	*	*
mol435	1.735774	0.473528	1.880471	2.379492	*	*
mol436	2.24115	-0.179893	1.770115	3.685873	*	*
mol437	0.675687	1.451909	1.759668	2.562956	*	*
mol438	1.304577	-0.182891	1.841422	2.420098	*	*
mol439	0.740205	1.492225	1.343409	2.214542	*	*
mol440	1.802363	0.603702	1.511482	1.340266	*	*
mol441	1.652111	0.701398	1.704151	2.732929	*	*
mol442	0.675687	0.814325	1.418135	1.02792	*	*
mol443	2.090864	-0.247814	0.985426	3.289149	*	*
mol444	2.105251	0.056857	1.839541	2.980318	*	*
mol445	1.193069	-0.186077	1.728191	1.883162	*	*
mol446	1.786688	0.378228	1.702861	2.398681	*	*
mol447	1.300117	1.029089	0.689309	3.468994	*	*
mol448	2.068119	-0.215766	0.669317	2.838214	*	*
mol449	1.020858	0.605102	0.274158	1.872098	*	*
mol450	0.675687	0.162958	1.338257	1.02792	*	*
mol451	0.675687	-0.075299	1.722552	1.650822	*	*
mol452	2.032458	-0.062662	0.318063	3.295659	*	*
mol453	1.058843	0.895702	1.618257	2.175721	*	*
